MSR,sequence,chip_number,chip_coordinate,stage_coordinate,dnum_group,mp_number,parameter,cd_value,no_of_mp_image,mp_image_name_01
20250619_THICK_NITRIDE_TK800005,63,"-8, -6","11558061,231835","178024017, 147953202","2, -1",2,REFRACTIVE_INDEX,32.55,2,20250619_THICK_NITRIDE_TK800005_063_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,64,"-9, -4","13018898,256686","178201859, 144058333","27, -1",27,UNIFORMITY,42.7,5,20250619_THICK_NITRIDE_TK800005_064_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,64,"-9, -4","13018898,256686","178201859, 144058333","27, -1",27,THICKNESS,72.87,2,20250619_THICK_NITRIDE_TK800005_064_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,64,"-9, -4","13018898,256686","178201859, 144058333","27, -1",27,REFRACTIVE_INDEX,41.45,2,20250619_THICK_NITRIDE_TK800005_064_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,65,"-4, 1","14743945,253067","174850223, 144346578","-1, -1",-1,UNIFORMITY,44.74,2,20250619_THICK_NITRIDE_TK800005_065_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,65,"-4, 1","14743945,253067","174850223, 144346578","-1, -1",-1,THICKNESS,38.99,2,20250619_THICK_NITRIDE_TK800005_065_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,65,"-4, 1","14743945,253067","174850223, 144346578","-1, -1",-1,REFRACTIVE_INDEX,42.62,4,20250619_THICK_NITRIDE_TK800005_065_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,66,"0, 2","14980646,285556","173134515, 144333341","15, -1",15,UNIFORMITY,46.74,5,20250619_THICK_NITRIDE_TK800005_066_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,66,"0, 2","14980646,285556","173134515, 144333341","15, -1",15,THICKNESS,93.97,2,20250619_THICK_NITRIDE_TK800005_066_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,66,"0, 2","14980646,285556","173134515, 144333341","15, -1",15,REFRACTIVE_INDEX,18.95,5,20250619_THICK_NITRIDE_TK800005_066_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,67,"-1, 4","11180204,206125","172292785, 143997984","0, -1",0,UNIFORMITY,33.01,3,20250619_THICK_NITRIDE_TK800005_067_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,67,"-1, 4","11180204,206125","172292785, 143997984","0, -1",0,THICKNESS,71.99,1,20250619_THICK_NITRIDE_TK800005_067_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,67,"-1, 4","11180204,206125","172292785, 143997984","0, -1",0,REFRACTIVE_INDEX,12.61,5,20250619_THICK_NITRIDE_TK800005_067_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,68,"-4, -10","11912209,299764","172939153, 148661501","4, -1",4,UNIFORMITY,18.5,3,20250619_THICK_NITRIDE_TK800005_068_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,68,"-4, -10","11912209,299764","172939153, 148661501","4, -1",4,THICKNESS,54.52,1,20250619_THICK_NITRIDE_TK800005_068_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,68,"-4, -10","11912209,299764","172939153, 148661501","4, -1",4,REFRACTIVE_INDEX,34.19,5,20250619_THICK_NITRIDE_TK800005_068_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,69,"-5, -9","10076275,288167","178107948, 145559959","27, -1",27,UNIFORMITY,13.36,3,20250619_THICK_NITRIDE_TK800005_069_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,69,"-5, -9","10076275,288167","178107948, 145559959","27, -1",27,THICKNESS,72.1,2,20250619_THICK_NITRIDE_TK800005_069_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,69,"-5, -9","10076275,288167","178107948, 145559959","27, -1",27,REFRACTIVE_INDEX,45.87,1,20250619_THICK_NITRIDE_TK800005_069_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,70,"2, -6","12714616,257202","179536069, 141165010","30, -1",30,UNIFORMITY,18.85,1,20250619_THICK_NITRIDE_TK800005_070_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,70,"2, -6","12714616,257202","179536069, 141165010","30, -1",30,THICKNESS,10.34,4,20250619_THICK_NITRIDE_TK800005_070_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,70,"2, -6","12714616,257202","179536069, 141165010","30, -1",30,REFRACTIVE_INDEX,41.54,2,20250619_THICK_NITRIDE_TK800005_070_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,71,"-4, 3","11297931,224157","177256078, 142525773","15, -1",15,UNIFORMITY,27.98,4,20250619_THICK_NITRIDE_TK800005_071_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,71,"-4, 3","11297931,224157","177256078, 142525773","15, -1",15,THICKNESS,29.65,1,20250619_THICK_NITRIDE_TK800005_071_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,71,"-4, 3","11297931,224157","177256078, 142525773","15, -1",15,REFRACTIVE_INDEX,26.57,5,20250619_THICK_NITRIDE_TK800005_071_REFRACTIVE_INDEX_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,72,"9, -5","10283282,252222","176741237, 145011987","0, -1",0,UNIFORMITY,47.02,4,20250619_THICK_NITRIDE_TK800005_072_UNIFORMITY_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,72,"9, -5","10283282,252222","176741237, 145011987","0, -1",0,THICKNESS,10.31,5,20250619_THICK_NITRIDE_TK800005_072_THICKNESS_20250719_083511.tif
20250619_THICK_NITRIDE_TK800005,72,"9, -5","10283282,252222","176741237, 145011987","0, -1",0,REFRACTIVE_INDEX,24.46,2,20250619_THICK_NITRIDE_TK800005_072_REFRACTIVE_INDEX_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,1,"6, -1","12627244,222212","178446042, 145104224","9, -1",9,OVERLAY_R,-4.15,1,20250626_OVL_GATE_CONTACT_TK371782_001_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,2,"7, -6","13967113,292806","174991409, 140900026","15, -1",15,OVERLAY_R,-2.3,4,20250626_OVL_GATE_CONTACT_TK371782_002_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,3,"2, 10","13077141,266366","172801870, 147181112","4, -1",4,OVERLAY_R,-1.29,1,20250626_OVL_GATE_CONTACT_TK371782_003_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,4,"1, 9","11341347,201807","170671253, 144112267","6, -1",6,OVERLAY_R,3.05,3,20250626_OVL_GATE_CONTACT_TK371782_004_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,5,"6, 9","13385138,234389","176905888, 141190742","14, -1",14,OVERLAY_R,-2.33,5,20250626_OVL_GATE_CONTACT_TK371782_005_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,6,"3, -5","14917384,227376","171753004, 148769763","18, -1",18,OVERLAY_R,1.99,5,20250626_OVL_GATE_CONTACT_TK371782_006_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,7,"8, -2","14063485,298115","179635413, 149087940","26, -1",26,OVERLAY_R,4.97,1,20250626_OVL_GATE_CONTACT_TK371782_007_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,8,"-3, 4","14245357,256000","170576829, 149886432","28, -1",28,OVERLAY_R,-1.85,3,20250626_OVL_GATE_CONTACT_TK371782_008_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,9,"-10, 2","12366389,278278","173481895, 142397840","24, -1",24,OVERLAY_R,3.72,3,20250626_OVL_GATE_CONTACT_TK371782_009_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,10,"-4, 4","11070042,217273","173731785, 149906570","12, -1",12,OVERLAY_R,-3.99,1,20250626_OVL_GATE_CONTACT_TK371782_010_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,11,"-5, -5","14597398,276771","178953454, 141252080","29, -1",29,OVERLAY_R,-3.96,5,20250626_OVL_GATE_CONTACT_TK371782_011_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,12,"-2, -1","14717626,244490","173824843, 144219097","-1, -1",-1,OVERLAY_R,2.0,2,20250626_OVL_GATE_CONTACT_TK371782_012_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,13,"8, 1","13778480,257270","172740542, 142306375","26, -1",26,OVERLAY_R,0.92,5,20250626_OVL_GATE_CONTACT_TK371782_013_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,14,"9, -3","12551695,265235","175036037, 142896166","29, -1",29,OVERLAY_R,1.37,3,20250626_OVL_GATE_CONTACT_TK371782_014_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,15,"1, -8","13867946,297848","178455980, 148249276","16, -1",16,OVERLAY_R,2.74,5,20250626_OVL_GATE_CONTACT_TK371782_015_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,16,"-6, 7","11080183,226873","177553962, 148822459","20, -1",20,OVERLAY_R,-0.17,3,20250626_OVL_GATE_CONTACT_TK371782_016_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,17,"7, 3","14585679,238027","171130659, 146508433","12, -1",12,OVERLAY_R,1.98,2,20250626_OVL_GATE_CONTACT_TK371782_017_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,18,"9, -6","12142600,275436","176208876, 146724543","23, -1",23,OVERLAY_R,4.8,5,20250626_OVL_GATE_CONTACT_TK371782_018_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,19,"4, 0","12273468,251303","170411065, 145445335","21, -1",21,OVERLAY_R,-0.56,3,20250626_OVL_GATE_CONTACT_TK371782_019_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,20,"5, -5","13244886,225270","179086148, 144050722","27, -1",27,OVERLAY_R,1.21,4,20250626_OVL_GATE_CONTACT_TK371782_020_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,21,"-5, -7","11688883,251769","172002028, 140850525","1, -1",1,OVERLAY_R,0.74,2,20250626_OVL_GATE_CONTACT_TK371782_021_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,22,"1, 2","10701908,250356","176723906, 142221445","-1, -1",-1,OVERLAY_R,-0.81,3,20250626_OVL_GATE_CONTACT_TK371782_022_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,23,"-1, -6","13771674,289703","178498791, 146817455","10, -1",10,OVERLAY_R,-0.01,5,20250626_OVL_GATE_CONTACT_TK371782_023_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,24,"1, -7","12705105,242962","176014194, 148280100","30, -1",30,OVERLAY_R,-3.28,4,20250626_OVL_GATE_CONTACT_TK371782_024_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,25,"1, 9","12303488,200749","170114900, 140877500","14, -1",14,OVERLAY_R,-1.62,4,20250626_OVL_GATE_CONTACT_TK371782_025_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,26,"4, -3","11113943,238164","170964519, 145996400","12, -1",12,OVERLAY_R,-1.47,3,20250626_OVL_GATE_CONTACT_TK371782_026_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,27,"-7, 7","11291059,222953","174306506, 145075721","24, -1",24,OVERLAY_R,0.12,5,20250626_OVL_GATE_CONTACT_TK371782_027_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,28,"2, 9","12483918,200647","172411226, 143384241","13, -1",13,OVERLAY_R,4.12,4,20250626_OVL_GATE_CONTACT_TK371782_028_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,29,"-10, 3","14299653,230589","175339808, 147884485","23, -1",23,OVERLAY_R,-4.36,1,20250626_OVL_GATE_CONTACT_TK371782_029_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,30,"-3, -2","13424307,225426","170764736, 145004627","8, -1",8,OVERLAY_R,-3.46,2,20250626_OVL_GATE_CONTACT_TK371782_030_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,31,"3, 9","13449498,207964","172908472, 140758701","10, -1",10,OVERLAY_R,2.31,5,20250626_OVL_GATE_CONTACT_TK371782_031_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,32,"6, -2","14485171,229273","170509973, 144663680","6, -1",6,OVERLAY_R,-2.31,5,20250626_OVL_GATE_CONTACT_TK371782_032_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,33,"-10, 1","14897955,256788","171110878, 147979753","27, -1",27,OVERLAY_R,3.45,5,20250626_OVL_GATE_CONTACT_TK371782_033_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,34,"3, -4","11131870,235748","175647804, 142564507","3, -1",3,OVERLAY_R,-2.9,4,20250626_OVL_GATE_CONTACT_TK371782_034_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,35,"6, -3","12267455,269026","170221165, 145013436","1, -1",1,OVERLAY_R,-0.36,3,20250626_OVL_GATE_CONTACT_TK371782_035_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,36,"0, 3","14128394,239210","178546975, 140237577","15, -1",15,OVERLAY_R,1.4,2,20250626_OVL_GATE_CONTACT_TK371782_036_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,37,"5, -2","12107342,288713","170316057, 145650270","20, -1",20,OVERLAY_R,2.61,1,20250626_OVL_GATE_CONTACT_TK371782_037_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,38,"-6, 6","13625526,200142","172828400, 144210656","20, -1",20,OVERLAY_R,3.72,1,20250626_OVL_GATE_CONTACT_TK371782_038_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,39,"-3, -8","10755169,246369","178899410, 142347334","8, -1",8,OVERLAY_R,1.11,1,20250626_OVL_GATE_CONTACT_TK371782_039_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,40,"2, 7","11603984,240917","172576390, 140685668","18, -1",18,OVERLAY_R,2.44,4,20250626_OVL_GATE_CONTACT_TK371782_040_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,41,"2, 9","12396648,269807","177328059, 147722147","11, -1",11,OVERLAY_R,4.56,1,20250626_OVL_GATE_CONTACT_TK371782_041_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,42,"7, 3","12590088,208741","178614853, 147136368","29, -1",29,OVERLAY_R,1.87,2,20250626_OVL_GATE_CONTACT_TK371782_042_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,43,"-4, -3","10030983,265648","178757408, 142166549","10, -1",10,OVERLAY_R,2.87,5,20250626_OVL_GATE_CONTACT_TK371782_043_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,44,"1, -9","14314285,236235","171778740, 149572266","7, -1",7,OVERLAY_R,1.47,2,20250626_OVL_GATE_CONTACT_TK371782_044_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,45,"-5, 1","13601757,204080","176049771, 149204587","19, -1",19,OVERLAY_R,2.57,2,20250626_OVL_GATE_CONTACT_TK371782_045_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,46,"2, 3","13523131,262988","174907932, 148662978","27, -1",27,OVERLAY_R,4.82,2,20250626_OVL_GATE_CONTACT_TK371782_046_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,47,"9, -5","10020869,250324","176758787, 143049985","6, -1",6,OVERLAY_R,1.57,1,20250626_OVL_GATE_CONTACT_TK371782_047_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,48,"0, 0","10774039,269419","171515453, 147864136","4, -1",4,OVERLAY_R,-2.05,2,20250626_OVL_GATE_CONTACT_TK371782_048_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,49,"0, 5","13035114,244549","179447693, 145241357","17, -1",17,OVERLAY_R,0.94,1,20250626_OVL_GATE_CONTACT_TK371782_049_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,50,"1, 4","11281465,230876","172240052, 147720341","7, -1",7,OVERLAY_R,1.54,1,20250626_OVL_GATE_CONTACT_TK371782_050_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,51,"2, -2","14216004,275926","170452563, 142541821","7, -1",7,OVERLAY_R,-0.28,5,20250626_OVL_GATE_CONTACT_TK371782_051_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,52,"-8, -3","10301248,292855","177187582, 145307613","27, -1",27,OVERLAY_R,2.99,5,20250626_OVL_GATE_CONTACT_TK371782_052_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,53,"6, 6","13758272,207291","179264197, 144707149","14, -1",14,OVERLAY_R,0.81,3,20250626_OVL_GATE_CONTACT_TK371782_053_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,54,"-8, 5","13734356,255144","178328202, 145267378","18, -1",18,OVERLAY_R,0.25,5,20250626_OVL_GATE_CONTACT_TK371782_054_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,55,"4, 2","10333795,259301","173525412, 147763973","11, -1",11,OVERLAY_R,0.83,3,20250626_OVL_GATE_CONTACT_TK371782_055_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,56,"3, -1","10487194,273115","179748080, 145075106","19, -1",19,OVERLAY_R,2.62,4,20250626_OVL_GATE_CONTACT_TK371782_056_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,57,"-5, 0","13397277,272080","173524857, 148481351","16, -1",16,OVERLAY_R,-0.57,2,20250626_OVL_GATE_CONTACT_TK371782_057_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,58,"4, -6","10191714,220388","170283437, 148036062","4, -1",4,OVERLAY_R,-2.62,4,20250626_OVL_GATE_CONTACT_TK371782_058_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,59,"8, -1","10912464,223646","171921264, 140467368","10, -1",10,OVERLAY_R,2.38,5,20250626_OVL_GATE_CONTACT_TK371782_059_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,60,"4, 5","10836917,220275","179513896, 149060038","12, -1",12,OVERLAY_R,3.47,1,20250626_OVL_GATE_CONTACT_TK371782_060_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,61,"3, 8","11122522,203480","178194903, 140118159","12, -1",12,OVERLAY_R,2.15,5,20250626_OVL_GATE_CONTACT_TK371782_061_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,62,"-9, 1","10993393,206170","177628291, 149833736","15, -1",15,OVERLAY_R,2.79,5,20250626_OVL_GATE_CONTACT_TK371782_062_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,63,"4, 10","11207779,250806","179282485, 143874996","28, -1",28,OVERLAY_R,2.06,4,20250626_OVL_GATE_CONTACT_TK371782_063_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,64,"7, 5","12548359,279622","177618893, 140775445","10, -1",10,OVERLAY_R,-4.56,4,20250626_OVL_GATE_CONTACT_TK371782_064_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,65,"-1, -2","13860786,266982","176941836, 148700066","27, -1",27,OVERLAY_R,-2.75,2,20250626_OVL_GATE_CONTACT_TK371782_065_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,66,"-1, 4","12972194,290507","177484166, 140222628","14, -1",14,OVERLAY_R,-2.64,1,20250626_OVL_GATE_CONTACT_TK371782_066_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,67,"-5, 2","11828887,213126","175417440, 145524227","1, -1",1,OVERLAY_R,1.81,3,20250626_OVL_GATE_CONTACT_TK371782_067_OVERLAY_R_20250719_083511.tif
20250626_OVL_GATE_CONTACT_TK371782,68,"2, -7","10274597,246855","172130343, 141570584","19, -1",19,OVERLAY_R,1.04,2,20250626_OVL_GATE_CONTACT_TK371782_068_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,1,"-9, 5","12610363,248187","178541294, 149015990","2, -1",2,OVERLAY_R,-1.89,3,20250708_OVL_M1M2_WF245095_001_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,1,"-9, 5","12610363,248187","178541294, 149015990","2, -1",2,OVERLAY_Y,3.88,1,20250708_OVL_M1M2_WF245095_001_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,2,"7, 0","10859016,298637","172556585, 143805437","25, -1",25,OVERLAY_R,-1.77,1,20250708_OVL_M1M2_WF245095_002_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,2,"7, 0","10859016,298637","172556585, 143805437","25, -1",25,OVERLAY_Y,-3.02,5,20250708_OVL_M1M2_WF245095_002_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,3,"2, -5","10954882,242506","176602571, 148955929","23, -1",23,OVERLAY_R,-4.63,4,20250708_OVL_M1M2_WF245095_003_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,3,"2, -5","10954882,242506","176602571, 148955929","23, -1",23,OVERLAY_Y,3.78,4,20250708_OVL_M1M2_WF245095_003_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,4,"6, 1","13744747,270480","170896520, 142384438","9, -1",9,OVERLAY_R,3.04,3,20250708_OVL_M1M2_WF245095_004_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,4,"6, 1","13744747,270480","170896520, 142384438","9, -1",9,OVERLAY_Y,-1.43,5,20250708_OVL_M1M2_WF245095_004_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,5,"-2, 1","12209597,254003","177936104, 149638594","0, -1",0,OVERLAY_R,4.15,2,20250708_OVL_M1M2_WF245095_005_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,5,"-2, 1","12209597,254003","177936104, 149638594","0, -1",0,OVERLAY_Y,3.19,4,20250708_OVL_M1M2_WF245095_005_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,6,"10, -4","13584225,239080","170363209, 141113900","30, -1",30,OVERLAY_R,-3.65,3,20250708_OVL_M1M2_WF245095_006_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,6,"10, -4","13584225,239080","170363209, 141113900","30, -1",30,OVERLAY_Y,-0.2,4,20250708_OVL_M1M2_WF245095_006_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,7,"3, 6","11747452,215600","175957039, 149769241","11, -1",11,OVERLAY_R,-0.47,2,20250708_OVL_M1M2_WF245095_007_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,7,"3, 6","11747452,215600","175957039, 149769241","11, -1",11,OVERLAY_Y,1.01,2,20250708_OVL_M1M2_WF245095_007_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,8,"7, 6","13684127,230608","171752557, 148540340","17, -1",17,OVERLAY_R,2.74,2,20250708_OVL_M1M2_WF245095_008_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,8,"7, 6","13684127,230608","171752557, 148540340","17, -1",17,OVERLAY_Y,2.11,2,20250708_OVL_M1M2_WF245095_008_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,9,"5, -6","10744306,243440","179381996, 146178860","21, -1",21,OVERLAY_R,-1.96,2,20250708_OVL_M1M2_WF245095_009_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,9,"5, -6","10744306,243440","179381996, 146178860","21, -1",21,OVERLAY_Y,4.96,2,20250708_OVL_M1M2_WF245095_009_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,10,"-4, 10","11468428,239332","171517838, 146306811","23, -1",23,OVERLAY_R,-1.27,5,20250708_OVL_M1M2_WF245095_010_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,10,"-4, 10","11468428,239332","171517838, 146306811","23, -1",23,OVERLAY_Y,-1.53,3,20250708_OVL_M1M2_WF245095_010_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,11,"4, 1","12075668,276425","177262193, 146527363","-1, -1",-1,OVERLAY_R,-0.33,2,20250708_OVL_M1M2_WF245095_011_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,11,"4, 1","12075668,276425","177262193, 146527363","-1, -1",-1,OVERLAY_Y,-2.0,4,20250708_OVL_M1M2_WF245095_011_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,12,"2, 9","12135807,250957","172964298, 142052385","20, -1",20,OVERLAY_R,0.72,5,20250708_OVL_M1M2_WF245095_012_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,12,"2, 9","12135807,250957","172964298, 142052385","20, -1",20,OVERLAY_Y,-2.17,1,20250708_OVL_M1M2_WF245095_012_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,13,"6, 6","14085723,235092","171927778, 147125196","0, -1",0,OVERLAY_R,-1.63,2,20250708_OVL_M1M2_WF245095_013_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,13,"6, 6","14085723,235092","171927778, 147125196","0, -1",0,OVERLAY_Y,3.98,1,20250708_OVL_M1M2_WF245095_013_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,14,"3, 9","10788892,253017","179471477, 149257859","26, -1",26,OVERLAY_R,4.43,1,20250708_OVL_M1M2_WF245095_014_OVERLAY_R_20250719_083511.tif
20250708_OVL_M1M2_WF245095,14,"3, 9","10788892,253017","179471477, 149257859","26, -1",26,OVERLAY_Y,-2.72,3,20250708_OVL_M1M2_WF245095_014_OVERLAY_Y_20250719_083511.tif
20250708_OVL_M1M2_WF245095,15,"-2, -8","14022444,250672","170982702, 149911957","17, -1",17,OVERLAY_R,-2.97,4,20250708_OVL_M1M2_WF245095_015_OVERLAY_R_20250719_083511.tif
