Fab,eqp_id,Tool,Model,LotID,Timestamp,FullName,Class,Recipe,Start_Time,End_Time,MSR,MeasTime,MSR_Check,Align_fail,fail_images,total_images,fail_ratio,idp_name,idw_name
M15A,ECXDX854,ECXDX854,CG6380,PD294776,2025-07-02 13:40:59.677632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-07-02 13:40:59.677632,2025-07-02 13:55:33.677632,20250702_VIA_CD_7nm_PD294776,874,Yes,Pass,2,367,0.0054,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M15B,HCDX716,HCDX716,CG6300,TK304607,2025-07-07 05:41:07.677632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-07-07 05:41:07.677632,2025-07-07 06:34:35.677632,20250707_CONTACT_DEPTH_TK304607,3208,Yes,Pass,7,92,0.0761,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M14A,VCD444,VCD444,TP4500,WF388204,2025-07-14 22:46:28.677632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-07-14 22:46:28.677632,2025-07-14 23:44:12.677632,20250714_ROUGH_SIDEWALL_LER_WF388204,3464,Yes,Pass,9,107,0.0841,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M14B,ECDX130,ECDX130,CG6380,QA962570,2025-07-02 14:36:47.677632,CD/CD_METAL1_5nm,CD,CD_METAL1_5nm,2025-07-02 14:36:47.677632,2025-07-02 15:32:01.677632,20250702_CD_METAL1_5nm_QA962570,3314,Yes,Pass,26,202,0.1287,/Recipe/CD/CD_METAL1_5nm.idp,/Recipe/CD/CD_METAL1_5nm.idw
M14A,ECXDX125,ECXDX125,CG6360,DV956401,2025-06-22 11:59:32.677632,OVL/OVL_GATE_CONTACT,OVL,OVL_GATE_CONTACT,2025-06-22 11:59:32.677632,2025-06-22 12:20:42.677632,20250622_OVL_GATE_CONTACT_DV956401,1270,Yes,Pass,21,402,0.0522,/Recipe/OVL/OVL_GATE_CONTACT.idp,/Recipe/OVL/OVL_GATE_CONTACT.idw
M11A,ACD259,ACD259,VERITYSEM_4,QA245998,2025-06-24 09:46:03.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-06-24 09:46:03.677632,2025-06-24 10:27:23.677632,20250624_ROUGH_GATE_LWR_QA245998,2480,Yes,Pass,31,215,0.1442,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M16B,HCDX195,HCDX195,CG6340,DV999695,2025-06-23 11:18:29.677632,METAL/METAL3_WIDTH,METAL,METAL3_WIDTH,2025-06-23 11:18:29.677632,2025-06-23 12:17:07.677632,20250623_METAL3_WIDTH_DV999695,3518,Yes,Fail,136,191,0.712,/Recipe/METAL/METAL3_WIDTH.idp,/Recipe/METAL/METAL3_WIDTH.idw
M11B,ECXDX854,ECXDX854,CG6320,TK845951,2025-06-26 05:35:12.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-06-26 05:35:12.677632,2025-06-26 05:49:54.677632,20250626_GATE_CD_28nm_TK845951,882,Yes,Pass,14,262,0.0534,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M15A,ECXDX381,ECXDX381,CG6300,QA886224,2025-06-20 19:39:12.677632,THICK/THICK_POLY,THICK,THICK_POLY,2025-06-20 19:39:12.677632,2025-06-20 20:06:32.677632,20250620_THICK_POLY_QA886224,1640,Yes,Pass,53,483,0.1097,/Recipe/THICK/THICK_POLY.idp,/Recipe/THICK/THICK_POLY.idw
M16E,VCD320,VCD320,VERITYSEM_5,EN831160,2025-06-25 01:34:54.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-06-25 01:34:54.677632,2025-06-25 02:09:13.677632,20250625_GATE_CD_28nm_EN831160,2059,Yes,Pass,26,215,0.1209,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M16B,HCDX617,HCDX617,CG6380,TK693643,2025-06-22 05:57:44.677632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-06-22 05:57:44.677632,2025-06-22 06:05:52.677632,20250622_VIA_TAPER_ANGLE_TK693643,488,Yes,Pass,0,285,0.0,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M15B,ECDX792,ECDX792,CG6360,WF548580,2025-06-22 04:28:51.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-06-22 04:28:51.677632,2025-06-22 04:52:33.677632,20250622_ROUGH_GATE_LWR_WF548580,1422,Yes,Pass,5,92,0.0543,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M10C,ACD814,ACD814,TP4000,PD755993,2025-06-27 15:37:22.677632,THICK/THICK_POLY,THICK,THICK_POLY,2025-06-27 15:37:22.677632,2025-06-27 15:48:35.677632,20250627_THICK_POLY_PD755993,673,Yes,Fail,58,294,0.1973,/Recipe/THICK/THICK_POLY.idp,/Recipe/THICK/THICK_POLY.idw
M16A,MCD106,MCD106,TP4500,EN566686,2025-06-27 19:01:48.677632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-06-27 19:01:48.677632,2025-06-27 19:35:37.677632,20250627_CD_GATE_28nm_EN566686,2029,Yes,Pass,9,167,0.0539,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M10A,VCD320,VCD320,TP3500,DV485416,2025-07-07 12:51:24.677632,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-07 12:51:24.677632,2025-07-07 13:06:09.677632,20250707_THICK_OXIDE_DV485416,885,Yes,Pass,35,362,0.0967,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
R3,PCD818,PCD818,PROVISION_20,TK758589,2025-07-01 05:38:36.677632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-07-01 05:38:36.677632,2025-07-01 05:58:25.677632,20250701_PROF_CONTACT_DEPTH_TK758589,1189,Yes,None,8,435,0.0184,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
M14B,VCD320,VCD320,VERITYSEM_4,PD429780,2025-07-12 04:14:56.677632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-12 04:14:56.677632,2025-07-12 04:57:42.677632,20250712_PROF_GATE_SIDEWALL_PD429780,2566,Yes,Pass,22,195,0.1128,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M16E,ACD384,ACD384,TP3000,DV315425,2025-07-03 14:57:06.677632,METAL/METAL3_WIDTH,METAL,METAL3_WIDTH,2025-07-03 14:57:06.677632,2025-07-03 15:22:16.677632,20250703_METAL3_WIDTH_DV315425,1510,Yes,Pass,65,456,0.1425,/Recipe/METAL/METAL3_WIDTH.idp,/Recipe/METAL/METAL3_WIDTH.idw
M10A,PCD325,PCD325,VERITYSEM_4,TK623850,2025-06-21 08:33:40.677632,OVL/OVL_VIA_METAL,OVL,OVL_VIA_METAL,2025-06-21 08:33:40.677632,2025-06-21 09:00:16.677632,20250621_OVL_VIA_METAL_TK623850,1596,Yes,Pass,21,341,0.0616,/Recipe/OVL/OVL_VIA_METAL.idp,/Recipe/OVL/OVL_VIA_METAL.idw
R4,MCD384,MCD384,TP4000,PD907788,2025-07-01 10:09:57.677632,OVL/OVL_M1M2,OVL,OVL_M1M2,2025-07-01 10:09:57.677632,2025-07-01 10:29:40.677632,20250701_OVL_M1M2_PD907788,1183,Yes,Fail,185,454,0.4075,/Recipe/OVL/OVL_M1M2.idp,/Recipe/OVL/OVL_M1M2.idw
R4,HCDX195,HCDX195,CG6380,PD544150,2025-06-30 01:44:20.677632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-06-30 01:44:20.677632,2025-06-30 01:59:45.677632,20250630_CONTACT_CD_14nm_PD544150,925,Yes,Pass,42,311,0.135,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
M14B,ECXDX204,ECXDX204,CG6380,PD714923,2025-06-27 21:56:35.677632,OVL/OVL_GATE_CONTACT,OVL,OVL_GATE_CONTACT,2025-06-27 21:56:35.677632,2025-06-27 22:17:52.677632,20250627_OVL_GATE_CONTACT_PD714923,1277,Yes,Fail,61,272,0.2243,/Recipe/OVL/OVL_GATE_CONTACT.idp,/Recipe/OVL/OVL_GATE_CONTACT.idw
M14A,MCD925,MCD925,TP3000,EN877722,2025-07-20 06:18:25.677632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-20 06:18:25.677632,2025-07-20 06:24:11.677632,20250720_PROF_GATE_SIDEWALL_EN877722,346,Yes,Pass,24,317,0.0757,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M11A,VCD320,VCD320,PROVISION_10,DV233096,2025-06-21 11:59:38.677632,THICK/THICK_POLY,THICK,THICK_POLY,2025-06-21 11:59:38.677632,2025-06-21 12:06:38.677632,20250621_THICK_POLY_DV233096,420,Yes,Pass,3,318,0.0094,/Recipe/THICK/THICK_POLY.idp,/Recipe/THICK/THICK_POLY.idw
M15B,ACD259,ACD259,TP3500,PD635593,2025-07-05 02:20:04.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-05 02:20:04.677632,2025-07-05 02:35:48.677632,20250705_GATE_CD_28nm_PD635593,944,Yes,None,34,343,0.0991,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
R3,ECXDX242,ECXDX242,CG6320,QA102693,2025-07-12 09:40:04.677632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-07-12 09:40:04.677632,2025-07-12 10:11:12.677632,20250712_CD_GATE_28nm_QA102693,1868,Yes,Pass,2,489,0.0041,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M11B,ACD259,ACD259,VERITYSEM_4,DV360322,2025-07-11 10:46:04.677632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-07-11 10:46:04.677632,2025-07-11 10:59:13.677632,20250711_CONTACT_DEPTH_DV360322,789,Yes,Pass,4,141,0.0284,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M15A,MCD703,MCD703,TP3000,WF587686,2025-07-09 10:45:10.677632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-07-09 10:45:10.677632,2025-07-09 10:50:42.677632,20250709_THICK_NITRIDE_WF587686,332,Yes,Pass,20,451,0.0443,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M15B,MCD925,MCD925,TP4500,DV720432,2025-06-27 01:58:31.677632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-06-27 01:58:31.677632,2025-06-27 02:20:15.677632,20250627_VIA_CD_7nm_DV720432,1304,Yes,Pass,2,62,0.0323,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M14B,HCDX716,HCDX716,CG6300,WF895794,2025-07-16 14:42:56.677632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-07-16 14:42:56.677632,2025-07-16 15:16:35.677632,20250716_CONTACT_DEPTH_WF895794,2019,Yes,Fail,74,122,0.6066,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M11B,ECXDX350,ECXDX350,CG6300,QA533121,2025-06-26 10:46:47.677632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-06-26 10:46:47.677632,2025-06-26 11:26:17.677632,20250626_GATE_PROFILE_3D_QA533121,2370,Yes,Pass,7,88,0.0795,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M16E,ECXDX859,ECXDX859,CG6360,TK348273,2025-06-22 19:09:32.677632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-06-22 19:09:32.677632,2025-06-22 19:41:21.677632,20250622_THICK_NITRIDE_TK348273,1909,Yes,Pass,14,212,0.066,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M11B,ECDX704,ECDX704,CG6300,TK917823,2025-07-16 13:38:10.677632,OVL/OVL_M1M2,OVL,OVL_M1M2,2025-07-16 13:38:10.677632,2025-07-16 14:04:36.677632,20250716_OVL_M1M2_TK917823,1586,Yes,Pass,13,444,0.0293,/Recipe/OVL/OVL_M1M2.idp,/Recipe/OVL/OVL_M1M2.idw
M14A,HCDX323,HCDX323,CG6360,WF194813,2025-07-11 06:54:19.677632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-07-11 06:54:19.677632,2025-07-11 07:02:04.677632,20250711_PROF_VIA_TAPER_WF194813,465,Yes,Pass,1,125,0.008,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M15A,ECDX532,ECDX532,CG6340,QA151328,2025-06-23 13:11:06.677632,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-06-23 13:11:06.677632,2025-06-23 13:46:58.677632,20250623_THICK_NITRIDE_QA151328,2152,Yes,Pass,6,98,0.0612,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M10C,ECXDX854,ECXDX854,CG6300,WF970708,2025-07-13 20:33:24.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-13 20:33:24.677632,2025-07-13 21:21:25.677632,20250713_ROUGH_GATE_LWR_WF970708,2881,Yes,Fail,111,350,0.3171,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M10A,ECXDX381,ECXDX381,CG6300,TK777366,2025-07-17 18:16:43.677632,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-07-17 18:16:43.677632,2025-07-17 18:53:11.677632,20250717_VIA_CD_7nm_TK777366,2188,Yes,Pass,33,271,0.1218,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M10C,PCD303,PCD303,VERITYSEM_5,PD816400,2025-07-08 15:07:52.677632,CONTACT/CONTACT_CD_14nm,CONTACT,CONTACT_CD_14nm,2025-07-08 15:07:52.677632,2025-07-08 15:31:38.677632,20250708_CONTACT_CD_14nm_PD816400,1426,Yes,Pass,6,67,0.0896,/Recipe/CONTACT/CONTACT_CD_14nm.idp,/Recipe/CONTACT/CONTACT_CD_14nm.idw
M16E,MCD925,MCD925,TP4500,DV623125,2025-07-18 10:27:05.677632,CONTACT/CONTACT_DEPTH,CONTACT,CONTACT_DEPTH,2025-07-18 10:27:05.677632,2025-07-18 10:41:27.677632,20250718_CONTACT_DEPTH_DV623125,862,Yes,Pass,36,458,0.0786,/Recipe/CONTACT/CONTACT_DEPTH.idp,/Recipe/CONTACT/CONTACT_DEPTH.idw
M15A,ACD263,ACD263,TP3000,EN476556,2025-07-09 02:42:01.677632,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-07-09 02:42:01.677632,2025-07-09 03:13:31.677632,20250709_VIA_TAPER_ANGLE_EN476556,1890,Yes,Fail,103,355,0.2901,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M10C,VCD204,VCD204,PROVISION_10,PD655149,2025-07-14 11:25:23.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-14 11:25:23.677632,2025-07-14 11:46:50.677632,20250714_GATE_CD_28nm_PD655149,1287,Yes,Pass,3,427,0.007,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
R4,ECDX704,ECDX704,CG6380,PD472039,2025-07-13 02:30:32.677632,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-13 02:30:32.677632,2025-07-13 03:25:55.677632,20250713_PROF_GATE_SIDEWALL_PD472039,3323,Yes,Pass,6,64,0.0938,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M16B,HCDX716,HCDX716,CG6380,TK690462,2025-07-02 17:21:12.677632,ROUGH/ROUGH_SIDEWALL_LER,ROUGH,ROUGH_SIDEWALL_LER,2025-07-02 17:21:12.677632,2025-07-02 17:28:47.677632,20250702_ROUGH_SIDEWALL_LER_TK690462,455,Yes,Pass,0,162,0.0,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idp,/Recipe/ROUGH/ROUGH_SIDEWALL_LER.idw
M14B,PCD529,PCD529,TP3000,QA311250,2025-06-27 14:08:32.677632,PROF/PROF_CONTACT_DEPTH,PROF,PROF_CONTACT_DEPTH,2025-06-27 14:08:32.677632,2025-06-27 14:35:37.677632,20250627_PROF_CONTACT_DEPTH_QA311250,1625,Yes,None,56,410,0.1366,/Recipe/PROF/PROF_CONTACT_DEPTH.idp,/Recipe/PROF/PROF_CONTACT_DEPTH.idw
M16A,VCD204,VCD204,TP3500,DV176054,2025-07-01 11:31:00.677632,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-01 11:31:00.677632,2025-07-01 11:58:01.677632,20250701_GATE_PROFILE_3D_DV176054,1621,Yes,Pass,32,273,0.1172,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
M11A,PCD325,PCD325,PROVISION_20,EN689275,2025-06-29 03:01:52.677632,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-06-29 03:01:52.677632,2025-06-29 03:32:41.677632,20250629_GATE_CD_28nm_EN689275,1849,Yes,Pass,3,115,0.0261,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M15A,ECXDX754,ECXDX754,CG6380,QA133955,2025-07-10 03:24:21.677632,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-07-10 03:24:21.677632,2025-07-10 04:07:57.677632,20250710_PROF_VIA_TAPER_QA133955,2616,Yes,Pass,24,219,0.1096,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M14B,ECDX532,ECDX532,CG6340,TK767090,2025-06-29 04:56:37.677632,OVL/OVL_VIA_METAL,OVL,OVL_VIA_METAL,2025-06-29 04:56:37.677632,2025-06-29 05:24:32.677632,20250629_OVL_VIA_METAL_TK767090,1675,Yes,Pass,18,177,0.1017,/Recipe/OVL/OVL_VIA_METAL.idp,/Recipe/OVL/OVL_VIA_METAL.idw
R4,HCDX716,HCDX716,CG6340,WF855408,2025-07-07 22:56:07.677632,CD/CD_GATE_28nm,CD,CD_GATE_28nm,2025-07-07 22:56:07.677632,2025-07-07 23:12:28.677632,20250707_CD_GATE_28nm_WF855408,981,Yes,Pass,12,243,0.0494,/Recipe/CD/CD_GATE_28nm.idp,/Recipe/CD/CD_GATE_28nm.idw
M15B,HCDX674,HCDX674,CG6300,QA782591,2025-07-05 11:01:35.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-05 11:01:35.677632,2025-07-05 11:08:51.677632,20250705_ROUGH_GATE_LWR_QA782591,436,Yes,Pass,1,103,0.0097,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M11A,ECDX792,ECDX792,CG6360,EN178645,2025-07-10 03:49:38.677632,METAL/METAL1_CD,METAL,METAL1_CD,2025-07-10 03:49:38.677632,2025-07-10 04:27:35.677632,20250710_METAL1_CD_EN178645,2277,Yes,Pass,9,384,0.0234,/Recipe/METAL/METAL1_CD.idp,/Recipe/METAL/METAL1_CD.idw
M10C,PCD765,PCD765,TP4000,WF447177,2025-07-07 06:45:27.677632,ROUGH/ROUGH_GATE_LWR,ROUGH,ROUGH_GATE_LWR,2025-07-07 06:45:27.677632,2025-07-07 07:40:16.677632,20250707_ROUGH_GATE_LWR_WF447177,3289,Yes,Pass,7,202,0.0347,/Recipe/ROUGH/ROUGH_GATE_LWR.idp,/Recipe/ROUGH/ROUGH_GATE_LWR.idw
M16B,ECXDX859,ECXDX859,CG6360,QA980651,2025-07-18 19:10:08.678637,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-07-18 19:10:08.678637,2025-07-18 19:21:06.678637,20250718_VIA_CD_7nm_QA980651,658,Yes,Pass,25,357,0.07,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M11B,ECXDX328,ECXDX328,CG6300,TK769191,2025-07-04 11:29:31.678637,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-04 11:29:31.678637,2025-07-04 12:01:39.678637,20250704_THICK_OXIDE_TK769191,1928,Yes,Pass,2,185,0.0108,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
M11A,MCD384,MCD384,VERITYSEM_4,DV499974,2025-07-05 09:26:09.678637,GATE/GATE_CD_28nm,GATE,GATE_CD_28nm,2025-07-05 09:26:09.678637,2025-07-05 10:02:53.678637,20250705_GATE_CD_28nm_DV499974,2204,Yes,Pass,3,338,0.0089,/Recipe/GATE/GATE_CD_28nm.idp,/Recipe/GATE/GATE_CD_28nm.idw
M10A,VCD444,VCD444,TP3500,EN460491,2025-06-26 02:24:16.678637,METAL/METAL2_PITCH,METAL,METAL2_PITCH,2025-06-26 02:24:16.678637,2025-06-26 02:33:25.678637,20250626_METAL2_PITCH_EN460491,549,Yes,Pass,38,264,0.1439,/Recipe/METAL/METAL2_PITCH.idp,/Recipe/METAL/METAL2_PITCH.idw
M16B,ACD448,ACD448,VERITYSEM_5,TK599397,2025-07-08 06:12:13.678637,THICK/THICK_OXIDE,THICK,THICK_OXIDE,2025-07-08 06:12:13.678637,2025-07-08 06:56:12.678637,20250708_THICK_OXIDE_TK599397,2639,Yes,Pass,58,396,0.1465,/Recipe/THICK/THICK_OXIDE.idp,/Recipe/THICK/THICK_OXIDE.idw
R4,ECXDX204,ECXDX204,CG6300,PD281276,2025-06-24 14:17:43.678637,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-06-24 14:17:43.678637,2025-06-24 14:51:37.678637,20250624_PROF_GATE_SIDEWALL_PD281276,2034,Yes,Pass,22,153,0.1438,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M16B,ACD263,ACD263,TP4000,DV435281,2025-07-08 01:35:16.678637,OVL/OVL_M1M2,OVL,OVL_M1M2,2025-07-08 01:35:16.678637,2025-07-08 02:02:31.678637,20250708_OVL_M1M2_DV435281,1635,Yes,Pass,0,497,0.0,/Recipe/OVL/OVL_M1M2.idp,/Recipe/OVL/OVL_M1M2.idw
M10A,ACD384,ACD384,VERITYSEM_4,PD256911,2025-07-02 02:57:47.678637,PROF/PROF_VIA_TAPER,PROF,PROF_VIA_TAPER,2025-07-02 02:57:47.678637,2025-07-02 03:09:59.678637,20250702_PROF_VIA_TAPER_PD256911,732,Yes,None,25,196,0.1276,/Recipe/PROF/PROF_VIA_TAPER.idp,/Recipe/PROF/PROF_VIA_TAPER.idw
M14A,HCDX716,HCDX716,CG6360,PD786594,2025-07-18 13:27:06.678637,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-07-18 13:27:06.678637,2025-07-18 13:41:55.678637,20250718_VIA_TAPER_ANGLE_PD786594,889,Yes,Pass,1,255,0.0039,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M10C,HCDX617,HCDX617,CG6320,EN598302,2025-07-19 19:02:31.678637,THICK/THICK_NITRIDE,THICK,THICK_NITRIDE,2025-07-19 19:02:31.678637,2025-07-19 19:28:12.678637,20250719_THICK_NITRIDE_EN598302,1541,Yes,Pass,51,489,0.1043,/Recipe/THICK/THICK_NITRIDE.idp,/Recipe/THICK/THICK_NITRIDE.idw
M11A,ECXDX328,ECXDX328,CG6320,DV879850,2025-07-12 07:36:19.678637,VIA/VIA_TAPER_ANGLE,VIA,VIA_TAPER_ANGLE,2025-07-12 07:36:19.678637,2025-07-12 08:25:23.678637,20250712_VIA_TAPER_ANGLE_DV879850,2944,Yes,Pass,28,471,0.0594,/Recipe/VIA/VIA_TAPER_ANGLE.idp,/Recipe/VIA/VIA_TAPER_ANGLE.idw
M10C,PCD325,PCD325,PROVISION_20,QA929937,2025-07-11 06:42:06.678637,PROF/PROF_GATE_SIDEWALL,PROF,PROF_GATE_SIDEWALL,2025-07-11 06:42:06.678637,2025-07-11 06:56:21.678637,20250711_PROF_GATE_SIDEWALL_QA929937,855,Yes,Pass,1,341,0.0029,/Recipe/PROF/PROF_GATE_SIDEWALL.idp,/Recipe/PROF/PROF_GATE_SIDEWALL.idw
M10C,ECDX658,ECDX658,CG6320,TK134677,2025-06-20 19:54:53.678637,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-06-20 19:54:53.678637,2025-06-20 20:18:35.678637,20250620_VIA_CD_7nm_TK134677,1422,Yes,Pass,24,253,0.0949,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M11B,ECXDX242,ECXDX242,CG6300,DV612530,2025-06-19 23:47:16.678637,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-06-19 23:47:16.678637,2025-06-20 00:16:08.678637,20250619_VIA_CD_7nm_DV612530,1732,Yes,Pass,20,182,0.1099,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M14A,ACD384,ACD384,TP3500,WF505343,2025-06-23 02:58:54.678637,CD/CD_CONTACT_14nm,CD,CD_CONTACT_14nm,2025-06-23 02:58:54.678637,2025-06-23 03:19:00.678637,20250623_CD_CONTACT_14nm_WF505343,1206,Yes,Pass,18,187,0.0963,/Recipe/CD/CD_CONTACT_14nm.idp,/Recipe/CD/CD_CONTACT_14nm.idw
R4,PCD559,PCD559,TP3000,EN109330,2025-06-29 13:48:32.678637,VIA/VIA_CD_7nm,VIA,VIA_CD_7nm,2025-06-29 13:48:32.678637,2025-06-29 13:54:06.678637,20250629_VIA_CD_7nm_EN109330,334,Yes,Pass,22,206,0.1068,/Recipe/VIA/VIA_CD_7nm.idp,/Recipe/VIA/VIA_CD_7nm.idw
M15A,ACD259,ACD259,PROVISION_10,PD992952,2025-07-11 14:39:00.678637,GATE/GATE_PROFILE_3D,GATE,GATE_PROFILE_3D,2025-07-11 14:39:00.678637,2025-07-11 15:30:13.678637,20250711_GATE_PROFILE_3D_PD992952,3073,Yes,Pass,5,349,0.0143,/Recipe/GATE/GATE_PROFILE_3D.idp,/Recipe/GATE/GATE_PROFILE_3D.idw
